,create_age(months),expiry_age(months),update_age(days),URL,Label
6563,50,10,57,http://www.laportedelamer.com/baba/fringes/secure/...,1
301,224,28,7,http://www.adontec.com/supert_e.htm...,0
6675,72,0,355,http://chrissair.com/n/impots.gouv.fr/f55b561b27f385a711a1c73112f29ffe...,1
256,227,1,323,http://www.aloud.com/...,0
4455,277,23,43,http://www.elsevier.com/journals/bba-biochimica-et-biophysica-acta/FS00-0253...,0
4825,-1,-1,-1,http://drop-box.metodistaebenezer.com.br/d56a31a0d535ed8b263d666bc686d...,1
5314,277,23,43,http://www.journals.elsevier.com/progress-in-biophysics-and-molecular-biology/...,0
609,3,9,65,http://www-paypal.com.websapphome.com-webswebsrcs.com/...,1
5164,-1,-1,-1,http://specialrentals.gr/tall/image.htm...,1
224,89,19,1035,http://cnchosp.co.kr/data/file/free/Upgrade/excel/excel...,1
4240,9,3,-1,http://fresh-77.ru/vacancy/track/DHL.htm...,1
1309,199,41,634,http://www.aislesay.com/...,0
4844,14,9,80,http://www.importationcollege.com/store/wp-content/uploads/blope/kenta...,1
4956,-1,2,-1,http://jude.mx/nazn/2/index.htm...,1
1338,209,7,1616,http://www.actionresume.com/...,0
2254,212,76,1250,http://www.spacpl.com/...,0
5489,85,11,21,http://ulinks.net/8810d...,0
39,228,96,423,http://koausa.org/Proverbs/proverbs.html...,0
6092,214,62,1509,http://www.gmchina.com/...,0
2694,179,1,341,http://www.delhipropmart.com/...,0
2817,42,5,123,http://childcaredaycare.net/ay/9714886c1350b7127ae790061002b5e2/...,1
867,66,6,178,http://lindos.pl/Zone1/...,1
5071,99,33,1384,https://cp88.ezyreg.com/~xjxj1038/1/44b637c1a50bc57e8118b32e354619e4/l...,1
3369,-1,-1,-1,http://www.simpledentremoval.com.au/wp-content/4c2c917903e7d693d99afc1...,1
5386,226,14,8,http://hiroba.dqx.jp.icozl.usa.cc/account/app/svc/login.html...,1
6226,190,1,319,http://www.precimaxonline.com/...,0
3956,101,7,185,http://www.allaboutfcbarcelona.com/...,0
307,233,19,244,http://www.physlink.com/Reference/Index.cfm...,0
4886,261,27,1056,http://www.meinl.com/...,0
2923,202,86,375,http://www.hqhair.com/...,0
5736,188,4,610,http://www.bmi.org.uk/library.html...,0
2697,177,3,175,http://www.sexnhormonecentre.com/...,0
2473,-1,43,-1,http://www.shobiziems.co.in/doctopdf/sess/2a59463ea1d6943d2b1087a628ed...,1
5019,245,115,144,http://www.honeyrun.com/...,0
2513,35,1,347,http://service-web-pages-2016.fulba.com/index.htm...,1
1215,27,9,68,http://darkermindz.com/modules/wellsfargoo/7b9adf561e66c302988230842c3...,1
4412,120,24,18,http://www.fanbase-links.co.uk/manchester_utd_football_links.html...,0
2432,102,6,241,http://www.tiptrickmod.com/...,0
1000,12,12,10,http://www.cncsaz.com/documents/...,1
1126,262,1,269,http://classic-radionics.tripod.com/index.htm...,0
1599,53,19,110,http://www.danieleconstance.com/wp-includes/jscss/error_SignON.html...,1
5559,-1,6,-1,http://topschools.hk/Zone1/login.php?.portal...,1
151,24,0,668,http://shape-love.org/azziu/line/verify.html...,1
2304,252,24,278,http://www.chinamist.com/...,0
1096,59,1,325,http://advanceacademyestheticmededu.us/dropbox/Dropbox/index.html...,1
