create_age(months),expiry_age(months),update_age(days),URL,Label
189,39,698,http://www.streetholes.com/...,0
-1,-1,-1,http://www.jalkavakimuseo.fi/includes/busines/...,1
62,-2,28,http://twoliverpoolfans.com/...,0
2,10,74,http://apple.com.f1li.xyz/401ae256b7f854ddeeda7bf88198f738/...,1
85,11,34,http://autoescuelabaruta.com/contact/scripts/home/56820575fa0164875f74...,1
250,2,333,http://www.churchdwight.com/...,0
226,14,8,http://secure.square.logindqxe.usa.cc/account/app/svc/login.html...,1
-1,-1,-1,http://ensineonline.com.br/elite/enrol/usaa_com/usaa_com/inetlogon/ser...,1
55,41,590,https://server1.askexplorer.com/~askadmin/shop/app/code/pp/mi/index/33...,1
-1,9,-1,http://lnx.hasninrf.it/PayaSSsl.CEanada.tNZnZZlR3ZdyZZ-5RkZZDRTZZBy-Cb...,1
-1,-1,-1,http://prof-in.ba/dokumenti/fidelity.com/fidelity.com/507f3f7e28d06242...,1
195,21,185,http://candocareer.com/...,0
255,9,88,http://www.ethelm.com/...,0
9,3,278,http://crazezone.com/magento/.../PayPa1.C0M/d697c55dd27d23d29fe2114a00...,1
-1,-1,-1,http://ganiinc.co.za/abdominsubommc/drop...,1
136,8,138,http://www.mumbaimirror.com/...,0
198,6,82,http://stowefamilydentistry.com/usaalogins/21a85f44136e29c640e887aacfc...,1
211,5,242,http://www.mauitropicalsoaps.com/...,0
213,14,288,http://www.careerprousa.com/...,0
3,9,62,http://www.brahmceintre.com/fgh/5c5a466f610b03023bddc6ae49c4e5d9/...,1
17,7,161,http://www.billposas.com/2016/document.php...,1
-1,-1,-1,http://samcanationals.co.za/wp-admin/network/dropname/...,1
214,2,310,http://www.eadon.com/...,0
199,5,1713,http://www.domyresume.com/...,0
7,5,228,http://haflaat.com/wp-includes/SimplePie/Data/bd30a0e928a9730de4cd2036...,1
90,6,201,http://www.shaktihomeja.com/g_doc/index.php?l%3D_JeHFUq_VJOXJoGYDw_OXK...,1
-1,-1,-1,http://www.microsoft.com/msft/default.mspx...,0
4,8,128,http://www.cincybabiesmatter.com/wp-admin/aa/...,1
106,2,263,http://www.ahmedabadmirror.com/...,0
9,15,285,http://gotmilkpharmacy-cc.com/admin/gdoc/b4307391f098d12f254a616363192...,1
19,5,576,http://service-paypal-information.sweddy.com/SERVICE/bgh3weso4uifn36as...,1
115,17,487,http://www.seniorsguidetocomputers.com/...,0
174,6,207,http://www.compagniedudisque.com/...,0
226,14,8,http://secure.square.logincdqx.usa.cc/account/app/svc/login.html...,1
-1,-1,-1,http://aeraria.cl/DoroWebo/ourtime.html...,1
-1,-1,-1,http://1054.at.ua/confirmation.html...,1
219,9,3032,http://www.daedalusbooks.com/...,0
161,7,2344,http://www.lcsmith.org/...,0
205,59,79,http://mathstory.com/...,0
-1,-1,-1,http://www.eecs.umich.edu/gasm/...,0
163,5,1316,http://www.giftmangoesindia.com/...,0
109,11,398,http://www.premierleague.com/en-gb/clubs/profile.overview.html/man-city...,0
-1,-1,-1,http://www.cicr-columbia.org/...,0
149,7,53,http://www.gocricket.com/...,0
226,2,431,http://www.football365.com/leicester-city/...,0
195,9,96,http://shoppingcartchina.com/...,0
228,24,965,http://www.mondaq.com/...,0
12,0,355,"http://imperadorgate.com/bb/portalbb/home29,116/116/1/1.bb?ource=pampa...",1
230,10,421,http://www.northcote.co.uk/...,0
-1,-1,-1,http://www.evangelistaadvogados.com.br/deiswe/dpbx/...,1
10,2,315,http://kamodi-team.com/wp-includes/css/.user.guild/admin.secu/question...,1
-1,4,-1,http://gujarathighcourt.nic.in/index.asp...,0
239,49,380,http://www.wolfgangcandy.com/...,0
-1,-1,-1,http://www.ytrg.terengganu.gov.my/mambots/craarc/getRefund_en.htm...,1
184,56,1645,http://www.ethaicd.com/...,0
116,16,246,http://coatingaluminum.com/_tmp/survey.nab.com.au.home.customer.satisf...,1
259,77,353,http://tech.groups.yahoo.com/group/maththeorists/...,0
20,4,66,http://www.3shopp.com/...,1
-1,-1,-1,http://van-ma.com.br/components/apache/...,1
21,3,258,http://www.hymesh.net/kowloinvestment/...,1
17,7,17,http://selcomm.net/update/yahoo/u.php?l=_jehfuq_vjoxk0qwhtogydw_produc...,1
-1,-1,-1,http://www.nalborzco.ir/BU/wp-admin/comcast/comcast/index2.php...,1
-1,-1,-1,http://carameladafestasinfantis.com.br/eTLf4X6txC/...,1
84,12,37,http://paypal-account.comlu.com/webapps/3c2/home...,1
-1,-1,-1,http://accounts.googe.com.mjca2.com.br/1MSW1TVT.php-1464953965-1-2e6e4...,1
45,3,267,http://www.carwashparsa.com/riffle/...,1
168,12,63,http://killerbeans.com/...,0
81,3,264,http://www.themeanpigbbq.com/...,0
-1,-1,-1,https://scout.wisc.edu/...,0
52,7,151,http://www.funnyidcard.com/n3yt/WaL0e/l0g11n4.php?r3=0983294528309402C...,1
257,7,118,http://www.ametsoc.org/pubs/journals/jam/...,0
79,5,198,http://thisisfutbol.com/...,0
209,31,2587,http://www.cbiz.com/...,0
226,14,8,http://hiroba.dqx.jp.isuel.usa.cc/...,1
2,10,54,http://espace-assur.com/assure/cedface00eaa29b7346fd15b298e7a94/index_...,1
192,11,46,http://diplomatica.blogspot.com/...,0
-1,-1,-1,http://213.37.239.164.dyn.user.ono.com/auth/login/c85652703f710065c125...,1
226,14,8,http://secure.square.login-stey.usa.cc/account/app/svc/login.html...,1
34,14,2,http://convert-case.com/neew/login.microssoftonline.com_login.php...,1
-1,-1,-1,http://www.motorati.co.nz/crayi/drive/drive/auth/view/share/...,1
223,5,304,http://www.speederandearls.com/...,0
-1,-1,-1,http://www.slctr.lk/GRACEME/ourtime.html...,1
216,12,47,http://www.betterresumes.com/...,0
45,2,1020,http://www.sunkler.pl/aol...,1
220,19,606,http://www.alibris.com/...,0
269,7,891,http://www.netlib.org/...,0
-1,-1,-1,http://www.basebusiness.com.br/administrator/components/mywellsfargo.c...,1
177,14,1017,http://www.scorebest.com/site/...,0
93,3,277,http://www.explorebeef.org/...,0
32,4,247,http://dvdhotspot.com/...,0
229,11,103,http://www.thedeal.com/...,0
172,80,374,http://open-site.org/Games/Video_Games/...,0
251,43,481,http://www.greenlion.com/...,0
25,-1,35,http://www.constructoraluvial.com/images/home/a6c6034700d61ad273a0fc88...,1
229,47,489,http://www.curtainup.com/...,0
5,7,8,http://www.dimplexx.net/offer002...,1
179,109,344,http://www.sterling-group.com/...,0
61,11,441,http://www.alpineholidaybows.com/...,0
-1,-1,-1,http://foztextil.com.br/usamem/aol/index.htm...,1
109,11,33,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data...,1
88,8,-1,http://www.wisen.ru/Easyweb%20TD%20Bank%20Trust%20Canada%20Online%20Ba...,1
198,18,310,http://www.gridcomputing.com/...,0
137,19,193,https://bbrasilclientescadas.websiteseguro.com/segbb/Operador/...,1
70,2,478,http://www.yarncoms.com/wp-includes/new/...,1
243,9,150,http://www.edact.com/...,0
-1,-1,-1,http://www.gentlegiant.com.au/hmrc/new/index(old).php...,1
-1,-1,-1,http://integraconsultores.cl/images/chig/cameo.php?nin1.0&amp;rpsnv=12...,1
60,12,277,https://sentiell.com/...,0
104,16,37,http://blocking9827.890m.com/akses1.php...,1
16,8,150,http://cathcor.com/archivos/dropdoc/raw/data...,1
217,46,96,http://www.peterbrooke.com/...,0
252,24,150,http://music.ebay.com/...,0
-1,-1,-1,http://bit.ly/22OtGz9...,1
91,5,59,http://programradio.com/jay/Dropbox/dropbox/...,1
18,6,-1,http://www.teplo-v-msk.ru/CIBCOnline%20olbtxn%20Authentication%20SignO...,1
182,10,840,http://www.allhlwines.com/...,0
-1,-1,-1,http://nuli-toys.co.il/wp-includes/pomo/data/index.php...,1
-1,-1,-1,http://www.buysaffrononline.com.au/drop/update/6d4e57629aedcfcd5dc884a...,1
209,7,187,http://www.difrax.com/...,0
263,1,437,http://www2.gol.com/users/pndl/mpt/welcome/index.html...,0
26,10,68,http://www.prioritybookkeepingct.com/Follow/verification.php...,1
-1,-1,-1,http://www.futureassociate.com.np/Paypal/security/ccp87et79kqz3n9an56o...,1
-1,-1,-1,http://www.vajinismus.eu/ttyuy/PY/f3a7f6df017727f28b8ed03c41616bd4...,1
-1,-1,-1,http://nichuizen.co.za/errors/sess/6d9a839834ab156eac5c247efbc5af2c/...,1
114,6,201,http://dynastyreps.com/wp-includes/js/tinymce/utils/update.php...,1
7,5,228,http://www.haflaat.com/wp-includes/SimplePie/Data/27ab66641294855ca8c8...,1
218,58,448,http://www.palmohan.com/...,0
17,7,502,http://mailwebmailowa.myfreesites.net/...,1
92,28,47,http://www.thinkbigprogram.com/...,0
-1,-1,-1,http://aolrfi.esy.es/...,1
-1,-1,-1,http://allegro.website/show_item.php=8138647198...,1
11,1,286,http://gses.info/zzz/Index.html...,1
-1,-1,-1,http://www.tyhg.com.cn/...,0
101,3,483,http://www.thischickbakes.com/...,0
50,10,72,http://dropbox.com.library.riolabz.com/Download.Secure.Document/DropBo...,1
269,7,891,http://www.netlib.org/utk/people/JackDongarra/la-sw.html...,0
-1,-1,-1,http://fbconfirm-page.at.ua/sefety-closing-page.html...,1
-1,-1,-1,http://www.osti.gov/...,0
193,34,178,http://www.schooltechnician.co.uk/...,0
199,5,260,http://www.jolivin.com/...,0
-1,-1,-1,http://samcanationals.co.za/wp-admin/network/dropname...,1
-1,-1,-1,http://hjartholm.no/blog/wp-includes/js/bookmark/index.php?n=177425641...,1
-1,-1,-1,http://www.football.co.uk/profiles/players/frank-lampard/6450...,0
131,13,61,http://www.izowine.com/...,0
-1,-1,-1,http://terapiaexperienciasomatica.com.br/images/psp/note...,1
111,9,91,http://gowebtools.com/bobs/5c112fb66892521da01965bc83b93258...,1
226,14,8,http://hiroba.dqx.jp.ixcel.usa.cc/account/app/svc/login.html...,1
13,11,73,http://babyjalaibee.com/wp-content/plugins/cresta-social-share-counter...,1
35,1,347,http://cxzxcxc-007.fulba.com/email.htm...,1
-1,-1,-1,http://science.nasa.gov/newhome/headlines/ast28may99_1.htm...,0
156,12,8,http://www.oskabilgisayar.com/active/...,1
3,9,78,http://cochindivinesmillenniumsingers.com/js/game/page/...,1
226,14,213,http://secure.square.loginedqx.usa.cc/account/app/svc/login.html...,1
177,3,243,http://www.cut-the-knot.org/ctk/August2001.shtml...,0
-1,-1,-1,http://94.32.66.92/usaa.com/...,1
87,9,96,http://www.weready.org/document/Dirk/verification.php...,1
-1,-1,-1,http://ntl.bts.gov/...,0
74,10,75,http://almadover.com/zz/logsession/login.php?email=abuse@sinamail.com...,1
104,16,166,http://www.devguli.com/blog/wp-includes/js/jquery/ui/www.usaa.com/Ente...,1
-1,-1,-1,http://pedreiradouradao.com.br/layouts/Zone1/login.htm...,1
-1,-1,-1,http://94.32.66.105/usaa.com/...,1
226,14,8,http://hiroba.dqx.jp.imxsl.usa.cc/account/app/svc/login.html...,1
241,23,193,http://www.antiqueguns.com/...,0
-1,-1,-1,http://www.linuxsecure.de/...,0
56,16,259,http://photographerdavidhunt.co.uk/wp-includes/ID3/vfff/index.htm...,1
4,8,130,http://www.bartoolscn.com/yekeee/file/files/db/file.dropbox...,1
-1,-1,-1,http://ucblibraries.colorado.edu/govpubs/...,0
197,7,372,http://www.naturesbestsoaps.com/...,0
86,10,88,http://www.kdetail.com/old_site/Bankofamerica/security.php...,1
210,6,164,http://www.sportinglife.com/football/premier-league/manchester-city...,0
192,12,32,http://www.vinyldestiny.co.uk/...,0
195,9,333,http://www.rfreitas.com/...,0
191,1,333,http://www.snailbook.com/...,0
2,10,58,http://info.auarear.com/roe...,1
-1,-1,-1,http://appcheckpez.hol.es/index.htm...,1
-1,-1,-1,http://status-check2332-1330.paypal.de-sicherheitszentrumlog.cf/979603...,1
-1,-1,-1,http://www.math.rwth-aachen.de/~Gabriele.Nebe/LATTICES/...,0
157,23,403,http://www.bellalucce.com/...,0
209,7,163,http://www.coffeebydesign.com/...,0
-1,-1,-1,http://www.jobs.net/...,0
245,55,200,http://www.orleanscoffee.com/...,0
236,4,613,http://www.thestage.co.uk/...,0
192,11,46,http://liverpoolfcclips.blogspot.com/...,0
97,4,254,http://themarketingremedy.com/wp-includes/cache/cache/usfrd/...,1
-1,5,-1,http://www.cad.polito.it/...,0
226,14,8,http://hiroba.dqx.jp.isuel.usa.cc/account/app/svc/login.html...,1
-1,-1,-1,http://www.cs.washington.edu/education/courses/322/06sp/...,0
243,9,115,http://eil.com/...,0
237,15,380,http://www.alhansen.com/...,0
216,96,520,http://www.thewinecountry.com/...,0
127,5,227,http://betsyvintage.com/...,0
235,5,237,http://www.franklynatural.com/...,0
57,15,284,http://www.newvanleasing.co.uk/docsss/mgs/docsign/6dbf383aeccc8bc1829b...,1
-1,-1,-1,http://etext.lib.virginia.edu/bsuva/...,0
166,98,395,https://gator2013.hostgator.com/~sefinfo/zimbra.mobilefree.fr/mail/zim...,1
365,43,926,http://www.intel.com/design/Pentium4/documentation.htm#manuals...,0
190,14,1431,http://www.appliedprobability.org/...,0
-1,-1,-1,http://www.clinicacalmon.com.br/dabs/aos/aos/...,1
263,1,269,http://harishsen.tripod.com/...,0
269,19,164,http://www.vw.com/...,0
56,4,244,http://www.qkitap.com/egitim/...,1
4,8,121,http://powerrockonline.com/paypal/159ahfy46gm75xxv11svbnr6p246447wz7x7...,1
205,11,29,http://www.wireless-workshop.com/...,0
19,5,576,http://service-paypal-information.sweddy.com/SERVICE/l95vxk8s8hvmbgulb...,1
-1,-1,-1,http://apps-error-page.at.ua/incorrect-page.html...,1
12,24,363,http://haoqin87.com/view/gtex/...,1
148,35,1792,http://www.searchenginehistory.com/...,0
46,2,47,http://brandondentures.com/wp-admin/maint/red.php...,1
-1,-1,-1,http://www.novamed.mk/wp-content/2a2fdf49ddb2f2b5fc4e7ffe9b92fd21...,1
2,10,47,http://chaseemailhelp.com/channel/82c7da8183991e97dc75340efcff36aa...,1
37,82,470,http://kirkjellum.com/Doc/09d313bd40365fd987ce4c4636c2ebd3...,1
41,7,152,http://vega-books.com/language/fr-FR/.as/Alibaba.com.php?userid=abuse@...,1
165,3,285,http://www.kingpelican.com/...,0
195,9,97,http://www.rose-kim.com/...,0
-1,-1,-1,http://irs-pending-status-refund.nobresystem.com.br/...,1
-1,-1,-1,http://www.emis.de/journals/short_index.html...,0
-1,-1,-1,http://www.chrr.ohio-state.edu/nls-bib/...,0
32,4,249,http://parastasi.com/realest/file/files/db/file.dropbox/index.php...,1
160,8,103,http://www.newyorktheatreguide.com/...,0
226,14,8,http://hiroba.dqx.jp.ixcul.usa.cc/account/app/svc/login.html...,1
39,9,1196,http://demo.ithreeweb.com/zym/accessvalidate/45c8991bd5f374218f0c94181...,1
-1,4,-1,http://recindia.nic.in/...,0
180,57,1915,http://www.bakedeco.com/...,0
226,14,8,http://hiroba.dqx.jp.ieszl.usa.cc/...,1
207,9,148,http://www.folica.com/...,0
151,17,219,http://www.resourceit.co.uk/...,0
-1,-1,-1,http://gourmichdei99238.net/b/bonus.php...,1
147,21,480,http://lindaskitcheninc.com/...,0
107,1,133,http://rogerma.net/class/LoginVerification.php...,1
111,9,6,http://blog.ubermenschconsulting.com/~omnitek/notification/others/load...,1
15,9,78,http://nirrmaan.com/election/assets/css/usaa_com/usaa_com/inetlogon/se...,1
150,6,961,http://www.admissionnews.com/...,0
-1,-1,-1,http://www.naturezaviva.net.br/wp-file/home/...,1
243,21,1713,http://www.datasynceng.com/xdasmdoc.htm...,0
-1,-1,-1,http://direitaaoponto.com.br/wp-content/plugins/contact-form-7/include...,1
-1,9,-1,http://www.raheems.in/db222/db222...,1
-1,-1,-1,http://cloudserver002545.home.net.pl/phpThumb/document/f07f8790ff4a479...,1
-1,6,-1,http://www.topschools.hk/Zone1/login.htm...,1
173,19,98,http://www.steamindex.com/people/civils.htm...,0
-1,-1,-1,http://www.microsoft.com/careers/...,0
130,14,325,http://www.storybookalpacas.com/account4/index2.html...,1
81,3,400,http://www.unclemath.com/...,0
235,17,624,http://www.nooterconstruction.com/com/Gdoccc/index.php...,1
31,5,24,http://dropbox.wdecisions.com/download=/...,1
190,50,373,http://www.aabstyle.com/...,0
185,31,951,https://www.pennstreetbakery.com/...,0
184,8,563,http://www.miislita.com/...,0
2,9,75,http://www.onedancestudios.com/Dropbox...,1
65,7,149,http://www.viewfromablue.com/...,0
153,3,719,http://www.torahacademymil.org/spero/full/proposal/LoginVerification.p...,1
58,2,1767,http://naruphotography.com/js/review/review/5a95f657b4361751a7840267c6...,1
221,19,160,http://www.sanderscandy.com/...,0
183,93,124,http://www.mossfoam.com/...,0
118,30,-1,http://www.eurosepal.pt/doc/attachment/notification/information/secure...,1
99,33,1384,https://cp88.ezyreg.com/~xjxj1038/1/44b637c1a50bc57e8118b32e354619e4/d...,1
-1,-1,-1,http://silveirapiresadvogados.com.br/test/confirm.php?...,1
240,12,360,http://www.sesto-senso.com/...,0
226,14,8,http://hiroba.dqx.jp.iurcl.usa.cc/...,1
27,21,91,http://courses.agilecatalyst.com/wells/a16a31bf7b/...,1
-1,-1,-1,http://www.grc.nasa.gov/WWW/K-12/airplane/nseqs.html...,0
-1,-1,-1,http://fspools.com.au/lite/phones/phones/paper/Doc/work/ec...,1
12,24,1,http://hellooyun.com/php/ww2usaa/www32ew/us54/1netlgn/...,1
83,37,723,http://www.accent-factory.com/...,0
4,8,121,http://powerrockonline.com/paypal/khz0wvqbo8ooze8qiif9j55j03vyl77vfwm2...,1
3,9,29,http://hwiaknwo.info/plog/...,1
152,28,284,http://www.huaouchem.com/...,0
-1,-1,-1,http://olympic-museum.de/...,0
-1,-1,-1,http://peninsulapovertyresponse.org/wp-content/uploads/document/1e92f6...,1
-1,-1,-1,http://lissos-shoes.gr/fonts/yahoomailverification/yahoo.html...,1
-1,2,-1,http://www.tvinfo.in/...,0
119,97,372,http://www.howtogeek.com/...,0
201,3,332,http://www.esiliconworld.com/...,0
170,10,82,http://www.mathvillage.com/...,0
-1,4,-1,http://www.punemirror.in/...,0
-1,-1,-1,http://www.plantaoservopa.com.br/lavisa/paypal2016/accounts/52e2a76cee...,1
30,6,383,http://bookkeepers.directory/mama/mama/54ec3b2ef57d0666177af19f42c7207...,1
5,7,8,http://www.dimplexx.net/agreement004...,1
89,7,150,http://www.northamericaniron.com/Secuirtyservices/SecuirtyServices/eb5...,1
52,8,256,http://dronesolutions.maplegroupltd.com/USAA/login.inet/...,1
-1,-1,-1,http://qualyprintbh.com.br/feeds/formulario/...,1
209,7,182,http://broadcast-live.com/business/index.html...,0
12,0,4,http://msxserve.myfcmb.com/dcm/y/m.i.php?rand=13InboxLightaspxn.177425...,1
198,6,258,http://www.calderara.com/mario/...,0
223,5,265,http://www.addix.com/products/spline/overview.html...,0
177,27,2503,http://www.rediscovered-shooting-treasures.com/...,0
134,22,76,http://keithbriggs.info/xrc.html...,0
-1,-1,-1,http://iibey.esy.es/...,1
109,11,56,http://patricktyrrell.com/ama/1793bc722a6df7447107c3b4b7dbec55/...,1
244,8,1657,http://www.pigman.com/...,0
89,7,155,http://paiapark.com/sar/index.html...,1
99,9,465,http://www.paulhensel.org/conflict.html...,0
63,9,1908,http://www.phistek.com/upload/bookmark/index.php?email=abuse@huawei.co...,1
219,9,128,http://wherehouse.com/...,0
42,6,549,http://www.glenjohnson2.com/...,0
-1,-1,-1,http://1002547.at.ua/incorrect_email.html...,1
-1,-1,-1,http://www.nrm.se/...,0
-1,7,-1,http://www.pluton.com.mx/nab/3D/f3e503739b71649e056ef3e5d48e31f7/...,1
185,7,206,http://www.connectionstrings.com/...,0
261,51,1046,http://www.catholic.org/saints/saint.php?saint_id=10...,0
262,1,269,http://kushkm.tripod.com/History-of-the-Olympics/...,0
226,14,213,http://hiroba.dqx.jp.ioecy.usa.cc/account/app/svc/login.html...,1
134,22,96,http://www.infantoys.net/...,0
66,6,195,http://bbc776.com/deep/ii.php?fid=4&amp;amp...,1
35,1,347,http://support-servers-pages-2016.fulba.com/index.htm...,1
219,20,112,http://www.sanbornscandies.com/...,0
214,26,173,http://www.franklin-square.com/resumes.htm...,0
-1,-1,-1,http://osdikepieshack.org/...,1
-1,-1,-1,http://www.toltentour.cl/omoes/dpbx...,1
152,4,256,http://www.zentralblatt-math.org/...,0
95,1,331,http://www.fbcancelblockcode13.fnhost.org/confirmation/...,1
202,2,1769,http://www.k12tlc.org/...,0
43,5,-1,http://www.stroyinbel.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn...,1
165,3,220,http://www.musicconnection.org.uk/...,0
257,55,599,http://appliedprob.society.informs.org/...,0
-1,-1,-1,http://thehousestudios.com.br/arquivos/whm/730e290cc73deedfced4af3f19c...,1
236,64,221,http://www.siasat.com/...,0
207,9,403,http://www.dailypioneer.com/...,0
37,10,42,http://www.portaldeiquique.com/wp-includes/pomo/usaa_com/usaa_com/inet...,1
208,8,3054,http://www.montealto.com/...,0
214,86,698,http://www.archonia.com/...,0
-1,-1,-1,http://www.spicesofindiagc.com.au/errors/default/css/Fr-Labnque/LaBanq...,1
181,11,435,http://www.cappojim.com/...,0
58,14,-1,http://servicepaypal.myjino.ru/payus/bc31b3f35740087b4333c8e85f446046/...,1
-1,-1,-1,http://sla9f.co.vu/5d41402abc4b2a76b9719d911017e592/addfans/en/?i=9439...,1
-1,-1,-1,http://pageconfirm16.at.ua/Page_Editor/incorrect_email.html...,1
-1,-1,-1,http://www.ingdirect.it.gpilot.cl/secureingdirect/index.php...,1
19,5,576,http://service-paypal-information.sweddy.com/SERVICE/l95vxk8s8hvmbgulb...,1
3,9,27,http://uwasaleh.org/document/gtex...,1
238,2,313,http://www.industryweek.com/section.aspx?sectionID=40...,0
-1,-1,-1,http://www.champlainscreen.ca/wp-admin/db/box/...,1
158,22,436,http://www.vibrantgujarat.com/...,0
175,2,488,http://www.caffeappassionato.com/...,0
6,6,127,http://iw4510.freehostgate.net/MaPe8-DoXV4/2016/708680f8401279294a70e2...,1
41,7,152,http://vega-books.com/language/fr-FR/.as/Alibaba.com.php?userid=abuse@...,1
227,1,239,http://www.templeofthebath.i8.com/...,0
-1,-1,-1,http://usaa.com.inet.entlogon.logon.redirectjsp.true.details.refererid...,1
260,4,266,http://www.pcai.com/...,0
51,9,107,http://autohausnc.com/wp-includes/images/smilies/c6443d12a527b3991b546...,1
-1,-1,-1,http://www.erncchile.cl/drop/Gdoccc/index.php...,1
257,7,190,http://www.topix.com/rss/world-soccer/real-madrid.xml...,0
-1,-1,-1,http://evangelistaadvogados.com.br/deiswe/dpbx...,1
104,16,37,http://settings22.890m.com/privation1.php...,1
53,19,110,http://danieleconstance.com/wp-includes/jscss/error_SignON.html...,1
187,5,229,http://www.techiwarehouse.com/...,0
-1,-1,-1,http://www.avanet24.ir/secure.pdf/Expenses/...,1
37,11,972,http://handasapc.com/htd6.html...,1
234,18,273,http://www.paris-fr.com/...,0
70,2,313,http://gz.airplanepilotlessons.com/SUCCESS/...,1
170,46,134,http://www.partow.net/programming/hashfunctions/...,0
-1,-1,-1,http://www.maths.tcd.ie/~dwilkins/Courses/311/...,0
236,52,428,http://manutd.com/...,0
-1,11,-1,http://comunatuzara.md/doc/os/c2de986e81afbb198e994fbd38bbb288...,1
2,9,75,http://webmlveryserv.com/upgrade/index.htm...,1
12,12,8,http://www.rfacbe.com/ggg/e19385bf1a64b932a4be8997114f453f...,1
10,2,315,http://kamodi-team.com/wp-includes/css/.user.guild/admin.secu/contact....,1
194,10,66,http://www.kyanitegems.com/...,0
-1,-1,-1,http://paypal.com.update.account.suspend.information.p2837486978290129...,1
-1,-1,-1,http://colg.at.ua/confirmation.html...,1
-1,-1,-1,http://www.rochfe.cl/afgan/dpbx/index.php...,1
-1,-1,-1,http://kejartarget88.pe.hu/...,1
-1,-1,-1,http://omegasb.com.br/images/afdftue/aol.htm...,1
192,11,46,http://liverpoolfctv.blogspot.com/...,0
-1,-1,-1,http://www.litoralportpilots.com.ar/ph/doc2014/auth.php...,1
17,7,166,http://slavkomrdalj.com/images/dallas/...,1
-1,-1,-1,http://peace.fresno.edu/...,0
-1,-1,-1,http://cursotenis.com.br/team/wellsfargo/...,1
199,5,271,http://tophatcompany.com/...,0
-1,-1,-1,http://code.google.com/appengine/...,0
-1,-1,-1,http://www.miami.edu/english/msdouglas/...,0
43,5,249,https://onesource.ccr3i.com/aol.htm...,1
-1,-1,-1,http://resolutionservicehelp.gq/webapps/08fcc/...,1
-1,-1,-1,http://www.math.umn.edu/~garrett/m/intro_algebra/...,0
189,3,226,http://www.jentealsoaps.com/...,0
12,12,9,http://transylvaniaweb.com/wp-content/themes/Divi/.r6/secure/TlRFeE1qa...,1
-1,-1,-1,http://accounts.googe.com.mjca2.com.br/XW1R2VT6.php-1465056566-1-1f48b...,1
36,0,369,http://www.pc-ips.com/components/com_users/controllers/assure_somtc=tr...,1
34,2,292,http://www.newspapersinfo.com/...,0
2,10,5,http://pplsecro-in.com/V4...,1
7,5,220,http://loggings.maintenance-account.com/C4lu4n5/51a2e/...,1
48,12,65,http://joinalifethailand.com/a0e0d3b8b0/paypal/webapps/mpp/user/...,1
226,14,8,http://hiroba.dqx.jp.ioszl.usa.cc/account/app/svc/login.html...,1
212,4,259,http://www.resumewizards.com/...,0
5,7,142,http://www.chandelshops.com/catalog/controller/affiliate/dropbox...,1
226,2,325,http://www.bbr.com/...,0
-1,-1,-1,http://www.firstclasstransfers.com.au/trade/alibaba/index.php?email=ab...,1
170,46,125,http://www.genesifter.net/web/...,0
216,108,321,http://www.repairshack.com/...,0
5,7,150,http://otomatiksanzimandenizli.net/drop/index.html...,1
-1,-1,-1,http://1347a8386f71e943.applecontactsq.xyz/cra/getRefund_en.php...,1
-1,18,172,http://www.theatrenet.co.uk/...,0
-1,-1,-1,http://securedmsgfb.at.ua/incorrect_email.html?fb=invalid_request...,1
18,29,563,http://artebinaria.com/ldomes/bookmark/index.php?rand\x13InboxLightaspxn....,1
114,6,144,http://tentmahal.com/wp-includes/pomo/proposal/index.php...,1
-1,8,-1,http://fhdk.simply-winspace.it/postal/fr/manage.compte/index.php?count...,1
-1,6,-1,http://www.startv.in/...,0
80,4,238,http://thesmartgirlsguide.com/documents/index.php...,1
212,76,302,http://www.primewines.com/...,0
39,9,895,http://ringtonsfranchise.co.uk///wp-includes/SimplePie//Parse/standard...,1
111,9,91,http://gowebtools.com/bobs/d0cf3321bdc7fa91c0a43a7f3e9ae9fc...,1
197,19,142,http://www.thebigproject.co.uk/football/liverpool/index.htm...,0
167,1,329,http://www.jobbound.com/...,0
152,4,249,http://spiritofarabia.com/var/package/tmp/ALLAHOAKBAR/ee62fc86c4ffb9f5...,1
-1,-1,-1,http://toriabeauty.ro/cicnn/...,1
26,10,73,http://www.ashuliaapparels.com/Nyben/ec/...,1
103,5,225,http://minnesotaplaylist.com/...,0
92,4,250,http://dungd.com/wp-content/upgrade/aol.com.htm...,1
-1,-1,-1,http://appleid.apple.com-subscriptions.manager2869262826.allambiedenta...,1
216,12,460,http://www.misslily.com/...,0
14,10,437,http://www.eviestar.com/wa/sign_in.html...,1
64,35,20,http://www.yearroundrentalhomes.com/property/bc91f7a3324e711e7bac4beae...,1
34,2,982,http://www.manchesterlalala.com/...,0
161,7,250,http://www.zencha.net/...,0
-1,-1,-1,http://shterenson.de/reason=verification/inbox.htm...,1
202,14,344,http://www.realcoffee.co.uk/...,0
-1,-1,-1,http://educavision.ca/wp/s...,1
-1,-1,-1,http://www.inc-service-accounts.ml/webapps/20ccc...,1
-1,-1,-1,http://www.broadway.com/...,0
189,27,1488,http://www.moonstruckchocolate.com/...,0
171,9,57,http://www.dutchforce.com/~eforum/...,0
-1,-1,-1,http://www.nordicspice.se/wp-admin/maint/dhl%20auto/dhl.php?rand=13inb...,1
240,12,164,http://www.goodecompany.com/...,0
